reactant-1,reactant-2,reagent-1,catalyst-1,catalyst-2,solvent-1,solvent-2,solvent-3,solvent-4,solvent-5,solvent-6,solvent-7,product,temperature_c,pressure_kpa,reaction_time_s,conditions_are_dynamic_value,yield_percent
Brc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],O=C([O-])O.[Na+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,57.439998626708984
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,O=C([O-])O.[Na+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl],CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,2.5399999618530273
Brc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],O=C([O-])O.[Na+],CC(=O)[O-].CC(=O)[O-].[Pd+2],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,18.350000381469727
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],[K+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,11.739999771118164
Brc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl],CCc1cccc(CC)c1,C1CCOC1,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,81.13999938964844
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,55.939998626708984
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,O=C([O-])O.[Na+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,76.61000061035156
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,59.90999984741211
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl],CCc1cccc(CC)c1,C1CCOC1,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,92.48999786376953
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,68.30999755859375
Cc1ccc2c(cnn2C2CCCCO2)c1Br,F[B-](F)(F)c1ccc2ncccc2c1.[K+],,CC(=O)[O-].CC(=O)[O-].[Pd+2],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,CCc1cccc(CC)c1,O,O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,44.16999816894531
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,43.209999084472656
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCc1cccc(CC)c1,C1CCOC1,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,12.829999923706055
Cc1ccc2c(cnn2C2CCCCO2)c1Br,CC1(C)OB(c2ccc3ncccc3c2)OC1(C)C,[Cs+].[F-],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,11.739999771118164
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,O=C([O-])O.[Na+],CC(=O)[O-].CC(=O)[O-].[Pd+2],,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,56.22999954223633
Brc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],CCc1cccc(CC)c1,C1CCOC1,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,49.5
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,[K+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,80.7300033569336
Cc1ccc2c(cnn2C2CCCCO2)c1Br,CC1(C)OB(c2ccc3ncccc3c2)OC1(C)C,CC(C)(C)[O-].[Li+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCc1cccc(CC)c1,CCCCCC,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,27.40999984741211
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],CCc1cccc(CC)c1,C1CCOC1,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,14.3100004196167
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,O=C([O-])O.[Na+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,92.01000213623047
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,,CC(=O)[O-].CC(=O)[O-].[Pd+2],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,68.83999633789062
Brc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,28.06999969482422
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],[K+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,56.369998931884766
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],,CC(=O)[O-].CC(=O)[O-].[Pd+2],,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,28.5
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,CC(C)(C)[O-].[Li+],CC(=O)[O-].CC(=O)[O-].[Pd+2],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCc1cccc(CC)c1,CCCCCC,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,82.95999908447266
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Pd+2],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCc1cccc(CC)c1,C1CCOC1,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,85.9000015258789
Cc1ccc2c(cnn2C2CCCCO2)c1Br,Cl.OB(O)c1ccc2ncccc2c1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,O,O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,0.0
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],O=C([O-])O.[Na+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,19.059999465942383
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,,CC(=O)[O-].CC(=O)[O-].[Pd+2],[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,28.479999542236328
Cc1ccc2c(cnn2C2CCCCO2)c1Br,CC1(C)OB(c2ccc3ncccc3c2)OC1(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,52.20000076293945
Cc1ccc2c(cnn2C2CCCCO2)c1Br,F[B-](F)(F)c1ccc2ncccc2c1.[K+],O=C([O-])O.[Na+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCc1cccc(CC)c1,O,O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,0.0
Brc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,,CC(=O)[O-].CC(=O)[O-].[Pd+2],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,62.779998779296875
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],[Cs+].[F-],CC(=O)[O-].CC(=O)[O-].[Pd+2],[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,17.280000686645508
Cc1ccc2c(cnn2C2CCCCO2)c1Br,F[B-](F)(F)c1ccc2ncccc2c1.[K+],CC(C)(C)[O-].[Li+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCc1cccc(CC)c1,CCCCCC,O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,0.0
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],CC(C)(C)[O-].[Li+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,CCCCCC,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,24.06999969482422
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,[K+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,40.25
Cc1ccc2c(cnn2C2CCCCO2)c1Br,Cl.OB(O)c1ccc2ncccc2c1,CCN(CC)CC,CC(=O)[O-].CC(=O)[O-].[Pd+2],[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,CCc1cccc(CC)c1,C1CCOC1,O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,0.0
Cc1ccc2c(cnn2C2CCCCO2)c1Br,CC1(C)OB(c2ccc3ncccc3c2)OC1(C)C,[Cs+].[F-],CC(=O)[O-].CC(=O)[O-].[Pd+2],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl],CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,54.90999984741211
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],[Na+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,21.389999389648438
Brc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,89.41999816894531
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,[K+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,79.7699966430664
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,CC(C)(C)[O-].[Li+],CC(=O)[O-].CC(=O)[O-].[Pd+2],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCc1cccc(CC)c1,CCCCCC,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,22.93000030517578
Brc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,[Na+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,64.08000183105469
Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,CC(C)(C)[O-].[Li+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCc1cccc(CC)c1,CCCCCC,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,0.0
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,5.760000228881836
Cc1ccc2c(cnn2C2CCCCO2)c1Br,Cl.OB(O)c1ccc2ncccc2c1,[Na+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,O,O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,71.16999816894531
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,[K+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CC#N,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,10.920000076293945
O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CO,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,34.18000030517578
Cc1ccc2c(cnn2C2CCCCO2)c1Br,Cl.OB(O)c1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(=O)[O-].CC(=O)[O-].[Pd+2],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCc1cccc(CC)c1,O,O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,CN(C)C=O,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,38.91999816894531
Ic1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,[Na+].[OH-],CC(=O)[O-].CC(=O)[O-].[Pd+2],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCc1cccc(CC)c1,O,CN(C)C=O,CCc1cc(CC)cc(CC)c1,Cc1ccccc1,C1CCOC1,O,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,100.0,10000.0,60.0,0.0,95.94999694824219
